Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1,Opening_R2,Closing_R2,Opening_R3,Closing_R3,Opening_R4,Closing_R4,Opening_R5,Closing_R5,Opening_R6,Closing_R6
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9232,10156,10202,10811,10202,11309,10315,11380,10315,11380,10823,11742
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4948,5320,4948,5474,5474,5631,5631,5948,5631,5948,5948,6099
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3528,4765,4800,5246,5041,5335,5041,5335,5041,5335,5041,5398
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),9389,9440,10547,10634,10547,10656,10799,11105,11105,11131,11561,11665
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8076,8317,8887,9137,9164,9414,9288,9736,9288,9828,9863,10042
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),22336,23699,25145,26631,25145,26803,26647,28173,27250,28649,28173,30022
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17098,18735,18890,19866,19568,20642,19872,20878,19965,20959,21501,22348
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),56509,63960,63960,71414,63960,74270,63960,74850,63960,76347,63960,79764
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,43009,56825,43009,62189,50197,64128,50197,65165,50197,65363,50197,69257
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),10278,11196,11196,11532,11196,11532,11196,11532,11196,11532,11532,13168
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7991,10415,10763,11362,10984,11661,11143,11782,11143,11782,11148,11961
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5329,5474,5631,5798,5798,5948,5798,6024,5798,6024,5798,6024
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3454,4853,3454,5316,3454,5560,3454,5560,3454,5560,3454,5717
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12383,13053,14250,14539,14784,14974,15632,15823,16247,16487,17606,17688
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),28842,29182,30757,30890,33832,33940,37808,37980,38695,38818,41707,41805
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,27152,29315,31724,32943,33837,34869,35120,36875,37022,38546,39635,40734
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),69114,81636,88944,94712,96679,98400,96679,107616,96679,113612,96679,113612
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,62005,85440,83160,95835,83160,102116,83160,107692,83160,112547,95835,120668
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3448,3448,,,,,,,,,,
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),13887,13887,14045,14045,15256,15256,15256,15256,15256,15256,15256,15256
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,13788,14100,14100,14999,14100,15859,14100,16175,14100,16286,14100,16905
"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5501,5859,5859,6852,7381,7391,7596,7735,7596,7940,7940,8112
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6103,6103,9450,9450,12770,12770,14019,14019,14019,14019,14019,14019
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,438,438,,,,,,,,,,
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),20447,20447,26630,26630,31241,31241,31241,31241,31241,31241,31241,31241
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13215,21940,13215,26949,13215,26949,13215,26949,13215,26949,13215,26949
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),28379,39057,39057,41437,39057,47249,39057,48328,39057,48328,39057,48328
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,20731,27707,23680,29960,23680,30295,23680,30295,23680,31370,27308,37258
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,568,568,568,568,649,649,649,649,649,649,,
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5767,5767,5767,5767,5767,5767,5767,5767,5767,5767,5767,5767
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2213,4504,4284,6185,4284,6185,4284,6185,4284,6185,4284,6185
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4706,4706,4706,4706,4706,4706,4706,4706,4706,4706,4706,4706
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6495,6495,6495,6495,6495,6495,6495,6495,6495,6495,7391,7391
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2913,3598,3856,3999,3856,3999,3856,3999,3856,3999,3856,4397
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14825,14825,15839,15839,15839,15839,15839,15839,15839,15839,15970,15970
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5476,8097,7784,8910,7784,8910,7784,8910,7784,8910,7784,9052
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,347,347,519,519,519,519,519,519,519,519,519,519
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),29764,35609,34169,40579,34169,40701,34169,40701,34169,40701,38665,46348
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7316,20919,7316,21182,7316,21432,7316,21432,7316,21967,17373,26492
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,729,4028,729,4125,729,4125,729,4125,729,4125,4028,4554
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1596,1685,1685,2494,1685,2494,1685,2494,1685,2494,1685,2494
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,112,112,112,112,112,112,112,112,112,112,112,112
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),426,426,907,907,907,907,907,907,907,907,907,907
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,516,781,1102,1400,1400,1595,1400,1595,1400,1595,1400,1595
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),494,494,494,494,494,494,494,494,494,494,494,494
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,375,685,650,725,650,725,650,725,650,725,650,725
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN (PwD),Gender-Neutral,31,31,33,33,33,33,33,33,33,33,33,33
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),35,35,35,35,35,35,35,35,35,35,35,35
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,67,67,67,67,67,67,67,67,67,67,67,67
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,280,280,280,280,280,280,280,280,280,280,280,280
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,203,203,317,317,317,317,317,317,317,317,317,317
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),184,184,334,334,334,334,334,334,334,334,452,452
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,219,324,326,450,326,452,326,452,326,452,326,556
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),434,434,434,434,434,434,434,434,434,434,434,434
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,491,646,769,923,769,923,769,923,769,923,769,985
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,182,182,251,251,251,251,251,251,251,251,269,269
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,81,81,81,81,81,81,81,81,81,81,81,81
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),17103,17103,22767,22767,22767,22767,22767,22767,22767,22767,22767,22767
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10036,11540,11540,13169,11540,13709,11540,14447,11540,14447,12370,15961
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),30708,34910,38764,43221,40851,45686,40851,48966,40851,48966,40851,48966
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14011,28602,24370,32367,24370,32576,24370,32621,24370,32621,24370,32849
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),46948,55531,47556,56646,47556,56664,47556,56664,47556,56664,47556,59295
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,31370,42734,35204,47911,35204,48845,35204,48845,37727,49180,37727,51589
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,790,790,790,790,790,790,790,790,790,790,790,790
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),8334,9663,10877,10942,10877,10942,10877,10942,10877,10942,10877,10942
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4474,6164,4474,6856,4474,6856,4474,6891,4474,6891,4474,7209
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),10226,10226,11866,11866,11866,11866,11866,11866,11866,11866,11866,11866
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4130,7143,4492,7500,4492,7500,4492,7500,4492,7500,4492,7500
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8013,8013,9140,9140,9237,9237,9237,9237,9696,9696,9823,9823
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6465,6887,6889,7141,6934,7357,6934,7393,6953,7435,7755,8005
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17107,19990,22505,23485,22505,23632,22505,23632,23097,23838,23136,25125
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13523,15003,14786,15806,14786,16323,14786,16433,15003,16644,16433,18089
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),1550,1550,1755,1755,,,,,,,,
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),49533,52725,49533,59625,49533,61569,49533,64982,49533,65601,49533,68163
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,33329,45283,41427,48847,41427,48997,41427,49391,41427,49739,46696,53728
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2208,2208,2831,2831,2945,2945,2945,2945,2945,2945,2945,2945
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9338,9500,9903,9982,9903,10338,9903,10338,9903,10338,9903,10338
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6310,7749,7006,8192,7006,8192,7006,8192,7006,8204,7963,8541
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3985,3985,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1553,2570,1553,2739,1553,2739,1553,2739,1553,2739,1553,2739
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),5781,5781,11257,11257,11257,11257,11257,11257,11257,11257,11257,11257
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2283,3532,3019,5028,3019,5028,3019,5028,3019,5028,4545,6606
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12805,14611,19383,20269,20269,21731,20269,21731,20269,21731,20269,21731
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5652,8426,5652,9867,5652,11134,5652,11134,5652,11134,5652,11134
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),1136,1136,,,,,,,,,,
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),16496,20104,9875,22836,9875,22836,9875,22836,9875,22836,9875,22836
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,6346,13881,6346,15006,6346,15329,6346,15329,6346,15504,6346,16576
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,464,464,464,464,464,464,464,464,464,464,464,464
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,355,1748,1989,2789,1989,2789,1989,2821,1989,2821,1989,2831
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2229,3220,3220,3283,3220,3283,3220,3283,3220,3283,3220,3283
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2004,2116,2081,2236,2081,2236,2081,2236,2081,2236,2236,2366
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9156,10045,11308,11392,11308,11392,11308,11392,11308,11392,11308,11392
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4242,5356,4702,5730,4702,5730,4702,5730,5381,5790,5381,5990
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),21377,24192,22908,24622,22908,24622,22908,24622,22908,24622,23672,26020
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9678,14316,9678,14595,9678,14958,9678,14958,9678,15167,13917,16765
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,364,364,621,621,795,795,795,795,795,795,795,795
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4273,4273,4273,4273,4273,4273,4273,4273,4273,4273,4273,4273
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2014,2703,2055,2762,2055,2863,2055,2863,2055,2863,2055,2871
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,182,182,287,287,,,,,,,,
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,74,1150,1069,1567,1069,1567,1069,1567,1069,1567,1069,1567
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),11257,11257,14943,14943,15100,15100,15100,15100,15100,15100,15100,15100
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5159,6851,6838,8277,6838,9191,6838,9191,6838,9191,6838,9524
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21731,22306,26660,29812,26660,29812,26660,29812,26660,29812,26660,29812
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6025,17777,16531,19274,16531,19274,16531,19274,16531,19274,16887,19438
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),29132,32445,30280,35145,30951,35299,30951,35299,30951,35299,30951,35299
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,20725,22478,21725,25035,21749,25111,21749,25111,21749,25111,22478,25950
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,726,726,726,726,726,726,726,726,726,726,726,726
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3979,3979,6016,6016,6016,6016,6016,6016,6016,6016,6016,6016
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2062,3339,3339,4148,3461,4307,3461,4307,3461,4307,3691,4308
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065,4065
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3974,5519,3974,5519,3974,5519,3974,5519,3974,5519,3974,5519
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6022,6022,6185,6185,6185,6185,6943,6943,6943,6943,6943,6943
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3666,4520,3870,4521,4236,4538,4236,4538,4236,4538,4520,4704
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13579,15115,13579,16496,13579,16496,13579,16496,15744,17107,15744,17107
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7535,8910,8145,9285,8145,9287,8145,9287,8145,9287,9171,9808
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),1529,1529,1701,1701,1755,1755,1755,1755,1755,1755,1755,1755
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),33620,42229,33620,43811,33620,44380,41825,44410,44380,47592,44380,47908
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,21292,26800,23081,28242,23081,28608,23081,28854,23081,28854,23081,30994
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1488,1488,2070,2070,2208,2208,2208,2208,2208,2208,2208,2208
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7053,7053,7053,7053,7053,7053,7053,7053,7053,7053,7053,7053
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5220,5523,5444,6047,5444,6047,5444,6047,5444,6047,5523,6310
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3768,3768,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2029,2302,2411,2447,2411,2447,2411,2506,2411,2506,2411,2506
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7300,7300,13775,13775,13775,13775,13775,13775,13775,13775,13775,13775
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4192,5028,5159,7529,5159,7529,5159,7529,5159,7529,9191,10638
