Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1,Opening_R2,Closing_R2,Opening_R3,Closing_R3,Opening_R4,Closing_R4,Opening_R5,Closing_R5,Opening_R6,Closing_R6
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1894,1894,1929,1929,2070,2070,2070,2070,2070,2070,2070,2070
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4241,5475,5051,5936,5051,5936,5051,5936,5051,5936,5051,5975
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2693,2693,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496
National Institute of Technology Hamirpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,636,2071,636,2079,636,2124,636,2124,636,2124,636,2306
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,549,549,549,549,549,549,549,549,549,549,730,730
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3171,3171,4693,4693,4693,4693,4693,4693,4693,4693,4693,4693
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1301,2274,1301,2350,1301,2350,1301,2350,1301,2491,1301,2491
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,47,47,82,82,82,82,82,82,82,82,82,82
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),3677,7056,3677,8949,3677,8949,3677,8949,3677,8949,8949,10004
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,2815,3438,2815,3489,2815,3489,2815,3579,2815,3579,2815,3579
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,780,909,865,1216,865,1216,865,1216,1184,1499,1184,1499
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),453,453,789,789,789,789,789,789,789,789,789,789
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,474,474,474,474,474,474,474,474,474,474,474,474
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,269,309,269,318,269,318,269,318,269,318,269,318
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,2459,2459
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,540,723,625,927,625,927,625,927,625,1017,625,1017
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),3703,3703,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,1607,2372,1607,2372,1607,2372,2060,2372,2060,2372,2060,2650
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,71,71,71,71,71,71,71,71,71,71,71,71
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),784,784,784,784,784,784,784,784,784,784,784,784
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,441,453,453,616,453,616,453,616,453,616,616,684
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,138,138,180,180,180,180,180,180,180,180,180,180
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3499,3539,3499,3699,3499,3699,3499,3699,3499,3699,3499,3699
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6407,9493,10898,14957,10898,14957,10898,14957,10898,14957,10898,14957
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6099,7536,6846,8111,6846,8111,6846,8111,6846,8111,6846,8111
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19450,20212,19450,24052,19450,24052,19450,24052,19450,24052,19450,25773
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11386,15821,11806,17615,12601,18194,12601,18194,12601,18194,13591,18581
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),1269,1269,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868,6868
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1648,3550,3073,3616,3073,3616,3073,3616,3073,3616,3073,3616
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1496,1496,2262,2262,2262,2262,2262,2262,2262,2262,2722,2722
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1718,1718,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3965,3965,3965,3965,3965,3965,3965,3965,4509,4509,4509,4509
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1901,2002,2002,2026,2026,2028,2026,2028,2026,2028,2026,2028
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5344,8556,8556,9791,8556,9791,8556,9791,8556,9791,9791,11568
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2853,5176,4164,5416,4164,5416,4164,5416,4164,5416,4164,5623
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),19132,20685,20895,21110,20895,21464,20895,21464,20895,21464,20895,21464
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11287,12286,11287,12403,11287,12403,11287,12403,11287,12485,11287,13477
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,336,336,336,336,336,336,336,336,336,336,336,336
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4607,4607,4807,4807,4807,4807,4807,4807,4807,4807,4807,4807
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2217,2830,2748,2960,2748,2960,2748,2960,2748,2960,2748,3020
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,927,1006,927,1350,927,1350,927,1350,927,1350,927,1350
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3768,4203,3768,4436,3768,4436,3768,4436,3768,4436,4078,4918
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10898,13506,13197,15737,13197,16382,13197,16382,13197,16382,15230,17691
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6742,8757,6861,10287,6861,10830,6861,12888,6861,15171,8068,16873
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),447,447,511,511,511,511,511,511,511,511,511,511
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19022,24186,19022,32895,19022,32895,19022,32895,19022,32895,27597,41388
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11984,22534,15759,25859,15759,25859,15759,25859,15759,25859,15759,28252
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,619,619,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4800,4800,7751,7751,7751,7751,7751,7751,7751,7751,7751,7751
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1976,3719,1976,4582,1976,4586,1976,4586,1976,4586,1976,4586
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,73,73,73,73,73,73,73,73,73,73,73,73
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2596,2596,2596,2596,2596,2596,2622,2622,2622,2622,2622,2622
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1032,1778,1032,1854,1032,1854,1032,1854,1032,1854,1032,1854
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5254,5254,5254,5254,5407,5407,5407,5407,5416,5416,5416,5416
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2755,2810,2980,3259,2980,3259,2980,3259,2980,3259,3236,3299
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,133,133,133,133,133,133,133,133,133,133,133,133
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10703,11801,11687,13140,12462,14118,12462,14143,12462,14143,14143,14700
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5623,6463,5623,7363,5623,7363,5623,7363,6125,7408,6125,7577
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,368,368,368,368,368,368,368,368,368,368,368,368
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),28488,31371,28488,34014,28488,34014,28488,34014,28488,34014,28488,34014
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,5148,19255,10550,20584,10550,20584,10550,20584,10550,21147,10550,22901
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,776,776,776,776,776,776,776,776,776,776,776,776
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4361,4832,4832,6457,4832,6457,4832,6457,4832,6457,4832,6457
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1813,3123,1813,3335,1813,3504,1813,3504,1813,3504,1813,3900
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1095,1095,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,407,743,407,859,407,859,407,859,407,859,407,859
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5518,5518,7041,7041,7041,7041,7041,7041,7041,7041,7041,7041
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2350,3286,3454,3627,3454,3627,3454,3627,3454,3627,3454,3726
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),6453,6453,6453,6453,6453,6453,6453,6453,6453,6453,6453,6453
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3581,4342,3935,4805,3935,4805,3935,4805,3935,4805,3935,4805
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,75,75,75,75,75,75,75,75,75,75,75,75
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3537,3537,3655,3655,3655,3655,3655,3655,3655,3655,3655,3655
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1436,1514,1514,1551,1514,1551,1514,1551,1551,1570,1551,1570
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,523,523,523,523,523,523,523,523,523,523,523,523
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),793,793,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,415,415,415,415,415,415,415,415,415,415,415,415
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),2459,2459,2459,2459,2459,2459,2459,2459,2459,2459,3151,3151
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1167,1273,1341,1452,1341,1452,1341,1452,1341,1452,1341,1452
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),3987,3987,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,2832,3192,2832,3210,2832,3286,2832,3286,2832,3286,3026,3471
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,706,726,706,726,706,726,706,726,706,726,706,726
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,267,267,267,267,267,267,267,267,267,267,267,267
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,260,397,260,397,260,397,260,397,260,397,322,549
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,64,64,64,64,64,64,64,64,64,64,64,64
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),1783,2665,1783,3457,1783,3457,1783,3457,1783,3457,1783,3457
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,638,1761,638,1934,638,1934,638,1934,638,2251,638,2251
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),223,223,376,376,376,376,376,376,376,376,376,376
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),511,3567,511,3567,511,3567,511,3567,511,3567,511,5752
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1050,2726,1050,2726,1050,2726,1050,2726,1050,2726,1050,2800
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,56,56,56,56,56,56,56,56,56,56,56,56
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),497,497,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,220,731,220,917,220,917,220,917,220,917,220,917
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,6,6,6,6,6,6,6,6,6,6,6,6
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),44,44,44,44,44,44,44,44,44,44,44,44
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,159,354,159,478,159,478,159,478,159,478,159,500
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),631,631,631,631,631,631,631,631,631,631,631,631
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,173,287,173,309,173,311,173,311,173,311,173,316
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),1486,1723,1486,1723,1486,1723,1486,1723,1486,1723,1486,1792
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,342,495,342,568,342,568,342,568,342,568,342,577
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,24,24,24,24,24,24,24,24,24,24,24,24
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),2600,3531,3011,3863,3011,3863,3011,3863,3011,3986,3011,3986
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,753,1528,753,1546,753,1563,753,1607,753,1607,1191,1827
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),86,86,86,86,86,86,86,86,86,86,86,86
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),458,618,458,618,458,618,458,618,458,618,458,665
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,210,322,276,364,276,364,276,364,276,364,276,364
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),293,293,293,293,293,293,293,293,293,293,293,293
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,101,124,112,138,112,138,112,138,112,138,112,138
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1436,1937,1668,2038,1668,2038,1668,2038,1668,2038,1828,2113
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5742,6139,6139,7884,6139,7884,6139,7884,6139,7884,6139,7884
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3627,4210,3749,4557,3749,4557,3749,4557,3749,4633,3749,4664
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,82,82,739,739,739,739,739,739,739,739,739,739
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),10004,11998,10004,11998,10004,11998,10004,11998,10004,11998,11154,13968
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5870,6674,5870,6674,5870,6674,5870,6674,5870,6904,5870,7493
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,150,150,466,466,466,466,466,466,466,466,466,466
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3655,4107,4747,5086,4747,5086,4747,5086,4747,5086,4747,5086
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2040,2326,2040,2336,2040,2336,2040,2336,2040,2336,2040,2336
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),922,922,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,532,782,673,847,694,864,694,864,694,864,820,1312
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,2194,2194
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,990,1158,990,1165,990,1165,990,1165,990,1165,990,1165
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5068,5773,5068,5773,5068,5773,5068,5773,5068,5773,5068,5773
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2122,2372,2122,2444,2122,2454,2122,2454,2122,2454,2122,2498
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,100,100,100,100,100,100,100,100,100,100,100,100
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),7465,9026,8873,10511,8873,10511,8873,10511,8873,10511,8873,11234
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,3407,5728,4787,5918,4787,6026,4787,6026,4787,6026,4787,6872
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),658,658,658,658,658,658,658,658,658,658,658,658
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,867,1207,1035,1448,1035,1448,1035,1448,1042,1461,1042,1573
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,48,48,48,48,48,48,48,48,48,48,48,48
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,479,597,597,608,597,608,597,608,608,611,608,611
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,41,41,41,41,41,41,41,41,41,41,41,41
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,861,1384,1100,1521,1100,1521,1100,1521,1100,1521,1100,1668
