Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round,Year
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7656.0,7839.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10890.0,11172.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,13491.0,13870.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12621.0,13007.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12933.0,13631.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12126.0,14062.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12157.0,13458.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),20319.0,20319.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),19710.0,19710.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),21461.0,21461.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),26800.0,26800.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),25407.0,25407.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),24880.0,24880.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),28093.0,28093.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),25747.0,25747.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,15903.0,17411.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,16749.0,17907.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,19063.0,20636.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,24517.0,26202.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,25613.0,27109.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,23304.0,25384.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,23145.0,27706.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,25173.0,29422.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),54981.0,56345.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),59267.0,59267.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),64832.0,64832.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),71765.0,71765.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),76804.0,77258.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),66352.0,66352.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),73632.0,73632.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),68243.0,68243.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,44634.0,57812.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,47745.0,58664.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,61479.0,65371.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,58262.0,78744.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,58365.0,84713.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,53772.0,76770.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,67259.0,73418.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,60893.0,80704.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2247.0,2247.0,6,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2710.0,2710.0,3,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2479.0,2479.0,1,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1023.0,1023.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2978.0,2978.0,2,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1032.0,1032.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9951.0,9951.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),12914.0,12914.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),14040.0,14040.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),12540.0,12540.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9236.0,10992.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8390.0,10394.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,12189.0,12232.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11458.0,11943.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5665.0,12414.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10988.0,11364.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10347.0,12598.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11540.0,14075.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5176.0,5176.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4470.0,4470.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2696.0,2696.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4396.0,4396.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3227.0,3957.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4435.0,6481.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5529.0,5656.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5377.0,6064.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),27646.0,27646.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,38082.0,38436.0,3,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,39191.0,40919.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,39264.0,43141.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,27663.0,31666.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,31241.0,35500.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,41077.0,42335.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,34370.0,38007.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),390915.0,390915.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),118907.0,118907.0,4,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),145568.0,148142.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),109376.0,111808.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),91270.0,91270.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),94871.0,94871.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),97172.0,97172.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),79678.0,79678.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,163987.0,193316.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,189808.0,314522.0,5,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,94069.0,99125.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,107831.0,116838.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,75670.0,89326.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,78964.0,90994.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,88617.0,126820.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,80557.0,107142.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),365089.0,365089.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),183196.0,477967.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),222174.0,222174.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),191592.0,191592.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),151517.0,159529.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),155861.0,155861.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),134705.0,134705.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),129629.0,129629.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,261215.0,368993.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,175514.0,498701.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,186636.0,257783.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,134130.0,274792.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,114821.0,186477.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,93133.0,187883.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,129172.0,251170.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,125600.0,219741.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),32976.0,32976.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),38848.0,38848.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),29933.0,29933.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),25151.0,25151.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),28769.0,28769.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),24353.0,24353.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),20184.0,20184.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),21049.0,21049.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,26622.0,26664.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,36831.0,37904.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,25908.0,30569.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,18462.0,23045.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,14287.0,19912.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,22793.0,25922.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,21045.0,26400.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,16550.0,22101.0,6,2025
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,9111.0,9124.0,7,2018
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,12372.0,13372.0,7,2019
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6682.0,7651.0,6,2020
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6368.0,6423.0,6,2021
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4825.0,7216.0,6,2022
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7799.0,8453.0,6,2023
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6721.0,7509.0,5,2024
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8193.0,8707.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5196.0,5610.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7961.0,8162.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7642.0,7904.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7057.0,7157.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7926.0,8294.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8558.0,8667.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7916.0,8368.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),17949.0,17949.0,7,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),14738.0,14738.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),17951.0,17951.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),18093.0,18093.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15122.0,15122.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15597.0,15597.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),16318.0,16318.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),21274.0,21274.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,13704.0,15046.0,7,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,12899.0,14256.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,14751.0,16071.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,14954.0,17070.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,15140.0,16432.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,16391.0,18070.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17774.0,19161.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17023.0,19410.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),37278.0,42504.0,7,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),42632.0,42632.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),42014.0,42014.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),47599.0,47599.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),39620.0,43313.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),47665.0,47665.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),45992.0,45992.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),49476.0,49476.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,20120.0,43264.0,7,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,32778.0,40657.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,39092.0,46287.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,45407.0,49422.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15690.0,47777.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,37130.0,48929.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,43020.0,50836.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,32937.0,54614.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2899.0,2899.0,3,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2177.0,2177.0,2,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1618.0,1618.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1933.0,1933.0,5,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1823.0,1823.0,2,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1980.0,1980.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3213.0,3213.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1618.0,1618.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9506.0,9506.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),7174.0,7174.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9861.0,9861.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9588.0,9588.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,6555.0,8794.0,7,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7140.0,7895.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9043.0,9913.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8769.0,10039.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8631.0,8923.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,6897.0,10072.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8748.0,10422.0,5,2024
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8992.0,10303.0,6,2025
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5530.0,5530.0,7,2018
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3101.0,3101.0,7,2019
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3315.0,3315.0,6,2020
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3406.0,3406.0,6,2021
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3606.0,3924.0,6,2022
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3033.0,4308.0,6,2023
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,948.0,3587.0,5,2024
