exam_type,year,seat_type,college_code,college_name,course_name,category,closing_rank_r1,closing_rank_r2,closing_rank_r3
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,1G,7516,7802,11952
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2AG,6634,8424,8509
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2AR,7574,9358,10643.5
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2BG,11136,11781,11781
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3AG,5191,6904,7822
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3BG,4788,6584,8626
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GM,4628,6389,7213
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMK,9379,9379,9379
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMR,5784,7574,7630
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SCG,26335,26425,26425
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SCK,41199,41199,41199
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SCR,33087,33087,35574
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,STG,17943,25226,30994
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,STR,23537,27201,32560
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,1G,70257,77403,99946
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,1R,89409,96372,
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2AG,63957,78404,82890
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2AK,94508,94879,94879
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2AR,76553.5,89432,89432
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2BG,69408,74679,83486
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2BR,69924,79602,
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,3AG,52560,63732,63732
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,3BG,54863,63278,76223
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,3BK,76685.5,80213,80213
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,3BR,58132.5,71645,76685.5
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,GM,45486,53340.5,55203
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,GMK,49643,61622,72059
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,GMR,56287,69924,69924
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,SCG,68785,84998,107260
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,SCK,86993,119593,119593
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,SCR,91450,93876,139264
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,STG,83075,112510,113946
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,STR,87761,127611,127611
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,1G,6560.5,6520,7462
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,1K,9347,9347,9347
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,1R,7462,7462,12411
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,2AG,5714,7544,7750
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,2AK,7871,9881,9881
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,2AR,5978,8120,8266
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,2BG,8937,10476,10476
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,3AG,4061,5200,6904
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,3AR,5264,6143.5,7336
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,3BG,4329,5005,6263
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,3BR,5273.5,5867,6502
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,GM,3473,4732,5020
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,GMK,4239,7871,7871
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,GMR,5010,5713,6170
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,SCG,21248,24450,26682
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,SCK,29894,39060,39060
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,SCR,24589,29024,34919
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,STG,16132,17552,19055
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,STR,17552,19055,21381
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,1G,21811,22995,32302
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,1R,30612,30612,37183
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,2AG,22042.5,27257,29347.5
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,2AK,29635,31445,31445
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,2AR,31445,33469,34396.5
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,2BG,28586,35391,35391
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,3AG,18870,21940,26850
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,3AK,35779,35779,55047
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,3AR,23276,31383,32129
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,3BG,19267,22282,32492
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,3BR,23633,27832,32812
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,GM,13703,19047,22495
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,GMK,22918,29635,29635
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,GMR,23214,27034,27832
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,SCG,55146,57005,57559
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,SCK,57559,57559,58072
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,SCR,60637,78661,78661
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,STG,57867,89143,89143
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,STR,59535,106106,106106
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,1G,10346,10839.5,15750
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,2AG,9710,10598,12714
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,2AK,11865,16310,16310
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,2AR,10539,11685,17117
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,2BG,17880,17880,17880
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,2BR,22894,22894,22894
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,3AG,7313,8882,10841
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,3AR,10000,11227,11227
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,3BG,7588,10324,10758
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,3BR,8883,11026,13615
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,GM,5418,8155,9544
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,GMK,11324,13797,14716
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,GMR,8782,10312,11203
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,SCG,35273,37264,38788
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,SCK,35408,44546,44546
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,SCR,46784,50780,50780
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,STG,36359,42545,43494
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,STK,36428,43067,120089
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,STR,36504,45642,45642
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,1G,7596,7596,8593
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,2AG,7224,8266,9710
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,2AR,8169,8903,16270
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,2BG,13063,13090,13090
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,2BK,40080,40080,40080
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,2BR,13090,26793,29221
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,3AG,4832,6767,8159
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,3BG,5030.5,6535,8839
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,GM,4625.5,6502,7713
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,GMK,10867,10867,10867
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,GMR,5867,7653,8344
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,SCG,29415,31770,33279
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,SCR,33279,33279,42844
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,STG,26057,28021,31963
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,STR,31963,31963,44478
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,1G,54331,70257,71451
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,1R,64274,94472,94472
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2AG,53770,65823,72574
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2AK,55464,72574,106633
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2AR,59670,76553.5,123742
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2BG,75437,87812,107428
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2BR,107428,107428,143876
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,3AG,38626,53060,53824
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,3AR,51048,68200,68200
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,3BG,44587,55779,58835
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,3BK,58110,61514,61514
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,3BR,49821,57208,65803
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,GM,32642,43950,49547
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,GMK,51206,57275,57275
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,GMR,49783,56603,59670
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,SCG,98210,108273,108273
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,SCK,122776,122776,122776
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,SCR,121962,171017,171017
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,STG,99846,121961,162637
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,STK,100877,160516,
KCET,2025,ROK,E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,STR,99900,146564,
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,1G,86595,143668,143668
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,2AG,86200,136248,169150
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,2AK,94879,145540,185164
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,2AR,88846,151931,
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,2BG,79933,103223,212002
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,3AG,82091.5,108682,113581
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,3BG,79041,97522,168311
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,3BR,81900,112853,185787
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,GM,72936,89550,89550
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,GMK,78142,98630,98630
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,GMR,79802,94744,127979
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,SCG,92847,131896,187210
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,SCK,98630,139264,258392
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,SCR,132474,138771,256218
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,STG,89550,162948,162948
KCET,2025,ROK,E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,STR,102301,205515,166829
