exam_type,year,seat_type,college_code,college_name,course_name,category,closing_rank_r1,closing_rank_r2,closing_rank_r3
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,2AG,10148,11311,16033
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,2AR,13949.5,19733,19733
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,2BG,16319,16319,16319
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,3AG,8709,10581,11093
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,3BG,8705,9318,11042
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,GM,6465.5,9191.5,10584
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,GMK,15049,15049,19669
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,GMR,10534.75,12941,13674
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,SCG,40067,40675,44594
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,SCR,55117,55117,55117
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND DESIGN,STG,38870,42499,42499
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),1G,10874,10874,10874
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),1R,13281,13281,28094
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),2AG,9032,9339,15924
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),2BG,13551,15865,15865
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),3AG,7019,8709,9810
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),3AR,8334,13424,13424
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),3BG,6846,8379,10859
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),GM,6111,8284,9597
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),GMK,12229,12229,19090
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),GMR,8225,9323,13281
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),SCG,31625,40294,40294
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),SCK,52033,62840,62840
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH),STG,28144.875,39458,39458
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,1G,6869,7083,9967
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,1R,10144,10144,10144
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,2AG,6718,7545.5,9339
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,2AK,9881,11347,15155
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,2AR,7380,8062,11940.5
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,2BG,9884,11737,11737
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,2BR,11860,11860,11860
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,3AG,5201,6341,7689
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,3AR,6143.5,7689,8020
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,3BG,5001.5,6371,7550
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,3BR,6170,7326,8595
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,GM,4080,5630,6584
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,GMK,7761,8306,11347
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,GMR,5815,6908,7674
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,SCG,23303,28698,32213
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,SCK,28664,40731,40731
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,SCR,29461,37123,44157
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,STG,23941,27128,32004
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,STK,34121,38711,42283
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING,STR,27850,30194,40841
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),1G,7805,11582,11582
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),1K,11837,11837,11837
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2AG,8331,9107,13154
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2AR,8533,9789,14899
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2BG,13558,13812,13812
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),3BG,6238,7717,10796
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),GM,5170.5,7486,9323
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),GMR,7326,8737,10790
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SCG,29080,35936,39288.5
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SCR,44244,44244,44244
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),STG,24334,36752,36752
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),1G,7584,8502,12178
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),2AG,7515,8019,9389
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),2AR,8340,11543,16615
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),2BG,11786,11786,11786
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),3AG,5267,6918,9135
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),3BG,6391,7335,8379
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),GM,4718,6913,7565
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),GMK,10092,10092,10092
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),GMR,6908,8340,8784
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),SCG,24725,35327,35327
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),SCR,32957,37808,37808
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),STG,27988,27988,27988
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,1G,20359.5,27779,32857
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,2AG,22620,28069,40366
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,2AK,26902,44896,64665
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,2AR,28515,34396.5,65373.5
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,2BG,19620,25566,32019
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,3AG,19372,22495,29396
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,3BG,19485.5,22983,30159
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,3BR,27695,35566,41830
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,GM,15232,20761,26153
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,GMK,25337,26902,48393
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,GMR,25232,31552,35243
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,SCG,60286,76640,84496
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,SCR,65475,98612,98612
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,STG,67855,89675,89675
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRICAL & ELECTRONICS ENGINEERING,STR,78369,124090,124090
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,1G,11674,11674,19403
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,1R,12570,18538,27599
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,2AG,11679,13081,16115
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,2AK,16877,16877,16877
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,2AR,12707,16115,20162
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,2BG,16722,19519,19519
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,2BR,32320,41087.5,41087.5
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,3AG,8437,10840,13625
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,3AR,11308,13795,15626
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,3BG,7717,11839,12236
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,3BR,11026,13615,15634
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,GM,6361,9054,10755
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,GMK,15290,15290,15290
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,GMR,10767,12570,14017
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,SCG,43299,46740,48407
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,SCK,51798,51798,51798
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,SCR,50744.5,63903,63903
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,STG,41698,44134.5,48934
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,STK,48934,48934,74132
KCET,2025,ROK,E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS AND COMMUNICATION ENGG,STR,43494,47869,50943.5
