exam_type,year,round,college_code,college_name,course_name,category,closing_rank
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,COMMUNICATION ENGG ELECTRONICS AND,SCG,178664
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,COMMUNICATION ENGG ELECTRONICS AND,SCR,190171
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,COMMUNICATION ENGG ELECTRONICS AND,STG,174039
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,1G,48373
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,2AG,53783
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,2AR,63210
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,2BG,41506
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,3AG,42102
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,3BG,45774
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,GM,41276
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,GMK,56185
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,GMR,49670
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,SCG,115810
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,SCK,138009
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,SCR,135773
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,STG,103137
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,TELECOMMUNICAT ION ENGINEERING INFORMATION,STR,124960
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,1G,121953
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,2AG,114628
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,2BG,145957
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,2BR,208441
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,3AG,107385
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,3AR,145346
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,3BG,123439
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,GM,104318
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,GMK,143316
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,GMR,130254
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,SCG,183235
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,SCIENCE AND ENGINEERING MECHANICAL,STG,164394
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,1G,58476
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,1R,107593
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,2AG,63932
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,3AG,56812
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,3AK,127635
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,3BG,54114
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,GM,53002
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,GMR,74049
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,SCG,118426
KCET,2025,1,E017,Sri Siddhartha Institute of Technology MARALUR,ENGINEERING ROBOTICS AND,STG,153632
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,1G,79590
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,1R,86161
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,2AG,74648
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,2BG,68842
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,3AG,67941
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,3AR,81158
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,3BG,68042
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,GM,66346
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,GMK,78266
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,GMR,72932
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,SCG,108911
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,SCK,113722
KCET,2025,1,E018,Kalpatharu Institute of Technology,ARTIFICIAL,STG,97524
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,1G,163461
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,2AG,176447
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,2AR,234064
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,2BG,231186
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,3AG,166827
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,3BG,177373
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,156183
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,GMR,174142
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,SCG,187907
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,SCR,230822
KCET,2025,1,E018,Kalpatharu Institute of Technology,INTELLIGENCE AND MACHINE LEARNING CIVIL,STG,203676
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,1G,85684
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,2AG,84290
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,2AK,103138
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,2AR,103155
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,2BG,85071
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,3AG,74750
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,3BG,75549
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,3BR,79513
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,GM,69525
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,GMK,81923
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,GMR,78636
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,SCG,142811
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,SCK,177275
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,SCR,154951
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,STG,147851
KCET,2025,1,E018,Kalpatharu Institute of Technology,ENGINEERING COMPUTER,STR,161358
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,1G,106711
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,2AG,112060
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,2AK,113054
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,2AR,116404
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,2BG,136955
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,3AG,99831
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,3BG,97466
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,3BR,99175
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,GM,94389
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,GMK,95485
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,GMR,98741
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,SCG,171856
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,SCR,178980
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,STG,201311
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING ELECTRONICS AND,STR,201772
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,2AG,95363
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,2AR,104445
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,2BG,113460
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,3AG,86795
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,3BG,87018
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,3BK,108722
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,GM,85519
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,GMR,88634
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,SCG,168796
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,SCR,188356
KCET,2025,1,E018,Kalpatharu Institute of Technology,COMMUNICATION ENGG INFORMATION,STG,185093
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,1G,196215
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,1R,245054
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,2AG,182003
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,2BG,240068
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,3AG,162305
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,3BG,178371
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,GM,159123
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,GMK,160504
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,GMR,159431
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,SCG,215930
KCET,2025,1,E018,Kalpatharu Institute of Technology,SCIENCE AND ENGINEERING MECHANICAL,STG,250188
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,1G,81990
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,2AG,72848
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,2AR,76833
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,2BG,81569
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,2BK,158695
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,3AG,52009
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,3BG,57649
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,3BR,66647
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,GM,51469
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,GMK,59545
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,GMR,61313
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,SCG,89763
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,SCR,91670
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,STG,85818
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),CIVIL,STR,101386
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,1G,4683
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,1K,10355
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,1R,10259
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,2AG,5540
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,2AR,5960
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,2BG,8526
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,2BR,22304
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,3AG,3671
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,3BG,4182
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,GM,2704
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,GMK,4365
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,GMR,4110
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,SCG,14975
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,SCR,22503
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING COMPUTER,STG,7239
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,1G,22995
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,2AG,20939
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,2AR,23435
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,2BG,31719
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,3AG,13955
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,3BG,16388
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,3BR,23003
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,GM,13431
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,GMK,18129
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,GMR,20643
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,SCG,49617
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,SCR,68468
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,STG,48692
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,STK,58943
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),SCIENCE AND ENGINEERING ELECTRICAL &,STR,79785
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,1G,20098
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,1R,50950
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,2AG,35229
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,2AK,61626
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,2AR,39813
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,2BG,43041
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,3AG,19064
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,3AR,36667
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,3BG,19327
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,GM,18372
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,GMK,33700
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,GMR,30908
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,SCG,73734
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,SCK,76603
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,SCR,77002
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ELECTRONICS ENGINEERING ELECTRONICS &,STG,77812
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,1G,9524
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,2AG,8722
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,2AK,17063
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,2AR,11543
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,2BG,19848
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,2BR,51970
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,3AG,6267
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,3BG,6564
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,GM,3835
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,GMK,10442
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,GMR,7356
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,SCG,33103
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,SCK,41985
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,SCR,42780
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),INSTRUMENTATION ENGINEERING ELECTRONICS AND,STG,31434
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,1G,105017
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,1R,172140
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,2AG,89271
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,2AK,124133
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,2AR,103038
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,2BG,106757
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,3AG,76216
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,3AR,97672
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,3BG,79502
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,GM,59392
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,GMK,103633
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,GMR,89022
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,SCG,109567
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,SCK,167946
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,SCR,116007
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),COMMUNICATION ENGG ENVIRONMENTAL,STG,108731
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING INDUSTRIAL &,1G,84881
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING INDUSTRIAL &,2AG,70662
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING INDUSTRIAL &,2AR,135574
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING INDUSTRIAL &,2BG,63441
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING INDUSTRIAL &,3AG,71551
KCET,2025,1,E021,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),ENGINEERING INDUSTRIAL &,3BG,68877
