exam_type,year,college_code,college_name,course_code,course_name,category,total_seats,category_seats,tuition_fee,other_fee,total_fee,closing_rank_mock,closing_rank_r1,closing_rank_r2,closing_rank_r3,closing_rank_r4
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",EC,Electronics & Communication Engineering,GM,36,32,200000,20000,220000,59109,58780,,108985,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",EC,Electronics & Communication Engineering,KKR,36,4,200000,20000,220000,,,,,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",EE,Electrical & Electronics Engineering,GM,18,16,200000,20000,220000,,110525,,69375,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",EE,Electrical & Electronics Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",IS,Information Science & Engineering,GM,16,14,200000,20000,220000,58047,64057,,107203,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",IS,Information Science & Engineering,KKR,16,2,200000,20000,220000,,,,,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",ME,Mechanical Engineering,GM,18,16,200000,20000,220000,99493,107842,,88296,
COMEDK,2025,E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",ME,Mechanical Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,18,5,180000,20000,200000,50341,72777,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,18,13,180000,20000,200000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",CS,Computer Science & Engineering,GM,36,10,160000,20000,180000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",CS,Computer Science & Engineering,KKR,36,26,160000,20000,180000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",CV,Civil Engineering,GM,9,2,70000,20000,90000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",CV,Civil Engineering,KKR,9,7,70000,20000,90000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",EC,Electronics & Communication Engineering,GM,18,5,100000,20000,120000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",EC,Electronics & Communication Engineering,KKR,18,13,100000,20000,120000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",EE,Electrical & Electronics Engineering,GM,18,5,80000,20000,100000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",EE,Electrical & Electronics Engineering,KKR,18,13,80000,20000,100000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",ME,Mechanical Engineering,GM,18,5,80000,20000,100000,,,,,
COMEDK,2025,E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",ME,Mechanical Engineering,KKR,18,13,80000,20000,100000,,,,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",AS,Aerospace Engineering,GM,18,16,281100,20000,301100,2326,2467,,3464,6429
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",AS,Aerospace Engineering,KKR,18,2,281100,20000,301100,15889,21999,24703,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",BT,Biotechnology,GM,18,16,281100,20000,301100,8569,8269,,14685,18883
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",BT,Biotechnology,KKR,18,2,281100,20000,301100,27720,16843,47177,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CD,Computer Science & Engineering (Data Science),GM,18,16,281100,20000,301100,,462,,649,890
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CD,Computer Science & Engineering (Data Science),KKR,18,2,281100,20000,301100,,2476,2557,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CH,Chemical Engineering,GM,12,11,281100,20000,301100,6632,5309,,11506,13038
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CH,Chemical Engineering,KKR,12,1,281100,20000,301100,42015,72302,76609,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,54,49,281100,20000,301100,517,480,,713,975
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,54,5,281100,20000,301100,2048,2048,,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CS,Computer Science & Engineering,GM,108,99,281100,20000,301100,,307,,542,692
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CS,Computer Science & Engineering,KKR,108,9,281100,20000,301100,,934,1133,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CV,Civil Engineering,GM,18,16,281100,20000,301100,10090,9731,,17969,20917
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CV,Civil Engineering,KKR,18,2,281100,20000,301100,39198,36639,77467,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CY,Computer Science & Engineering (Cyber Security),GM,18,16,281100,20000,301100,592,536,,774,1091
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",CY,Computer Science & Engineering (Cyber Security),KKR,18,2,281100,20000,301100,3338,3368,3338,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",EC,Electronics & Communication Engineering,GM,72,66,281100,20000,301100,808,762,,1077,1399
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",EC,Electronics & Communication Engineering,KKR,72,6,281100,20000,301100,3376,3376,3758,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",EE,Electrical & Electronics Engineering,GM,18,16,281100,20000,301100,,1234,,1866,2424
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",EE,Electrical & Electronics Engineering,KKR,18,2,281100,20000,301100,,11783,11783,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",ET,Electronics & Telecommunication Engineering,GM,18,16,281100,20000,301100,1155,1063,,1343,1790
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",ET,Electronics & Telecommunication Engineering,KKR,18,2,281100,20000,301100,5090,4923,,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",IM,Industrial Engineering & Management,GM,18,16,281100,20000,301100,8223,8627,,12328,17533
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",IM,Industrial Engineering & Management,KKR,18,2,281100,20000,301100,49268,49268,44973,,
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",ME,Mechanical Engineering,GM,36,33,281100,20000,301100,4197,4091,,5339,7032
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",ME,Mechanical Engineering,KKR,36,3,281100,20000,301100,36968,39827,15540,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CD,Computer Science & Engineering (Data Science),GM,18,15,200000,20000,220000,,84087,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CD,Computer Science & Engineering (Data Science),KKR,18,3,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,18,15,200000,20000,220000,106963,106963,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,18,3,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CS,Computer Science & Engineering,GM,54,34,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CS,Computer Science & Engineering,KKR,54,20,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CY,Computer Science & Engineering (Cyber Security),GM,18,15,200000,20000,220000,106576,106576,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",CY,Computer Science & Engineering (Cyber Security),KKR,18,3,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",EC,Electronics & Communication Engineering,GM,18,15,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",EC,Electronics & Communication Engineering,KKR,18,3,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",ME,Mechanical Engineering,GM,18,15,200000,20000,220000,,,,,
COMEDK,2025,E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",ME,Mechanical Engineering,KKR,18,3,200000,20000,220000,,,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",AI,Artificial Intelligence & Machine Learning,GM,8,6,200000,20000,220000,96398,75157,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",AI,Artificial Intelligence & Machine Learning,KKR,8,2,200000,20000,220000,,105479,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",CS,Computer Science & Engineering,GM,54,49,200000,20000,220000,,109273,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",CS,Computer Science & Engineering,KKR,54,5,200000,20000,220000,,,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",EC,Electronics & Communication Engineering,GM,18,16,200000,20000,220000,87953,87953,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",EC,Electronics & Communication Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",ES,Electronics & Computer Science,GM,8,6,200000,20000,220000,108689,103610,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",ES,Electronics & Computer Science,KKR,8,2,200000,20000,220000,,,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",IS,Information Science & Engineering,GM,13,11,200000,20000,220000,70156,107203,,,
COMEDK,2025,E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",IS,Information Science & Engineering,KKR,13,2,200000,20000,220000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",AI,Artificial Intelligence & Machine Learning,GM,9,8,281100,20000,301100,74609,107722,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",AI,Artificial Intelligence & Machine Learning,KKR,9,1,281100,20000,301100,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",CS,Computer Science & Engineering,GM,36,33,200000,20000,220000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",CS,Computer Science & Engineering,KKR,36,3,200000,20000,220000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",CV,Civil Engineering,GM,9,8,70000,20000,90000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",CV,Civil Engineering,KKR,9,1,70000,20000,90000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",EC,Electronics & Communication Engineering,GM,18,16,200000,20000,220000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",EC,Electronics & Communication Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",ME,Mechanical Engineering,GM,9,8,70000,20000,90000,,102117,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",ME,Mechanical Engineering,KKR,9,1,70000,20000,90000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",TX,Textile Technology,GM,9,8,70000,20000,90000,,,,,
COMEDK,2025,E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",TX,Textile Technology,KKR,9,1,70000,20000,90000,,,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",AI,Artificial Intelligence & Machine Learning,GM,36,33,200000,20000,220000,108837,84409,,103540,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",AI,Artificial Intelligence & Machine Learning,KKR,36,3,200000,20000,220000,,,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",CG,Computer Science & Design,GM,18,16,200000,20000,220000,94773,107629,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",CG,Computer Science & Design,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",CS,Computer Science & Engineering,GM,72,66,200000,20000,220000,,84694,,105648,86038
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",CS,Computer Science & Engineering,KKR,72,6,200000,20000,220000,,93651,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",EC,Electronics & Communication Engineering,GM,36,33,200000,20000,220000,107124,110716,,56779,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",EC,Electronics & Communication Engineering,KKR,36,3,200000,20000,220000,,,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),GM,18,16,200000,20000,220000,100037,110484,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",IS,Information Science & Engineering,GM,36,33,200000,20000,220000,111599,110647,,92310,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",IS,Information Science & Engineering,KKR,36,3,200000,20000,220000,,,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",RA,Robotics & Automation,GM,5,4,200000,20000,220000,85937,85937,,,
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",RA,Robotics & Automation,KKR,5,1,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",AD,Artificial Intelligence & Data Science,GM,18,16,200000,20000,220000,,81336,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",AD,Artificial Intelligence & Data Science,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,18,16,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",CS,Computer Science & Engineering,GM,54,48,200000,20000,220000,,111515,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",CS,Computer Science & Engineering,KKR,54,6,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",CV,Civil Engineering,GM,9,8,80000,20000,100000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",CV,Civil Engineering,KKR,9,1,80000,20000,100000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",EC,Electronics & Communication Engineering,GM,36,33,150000,20000,170000,86802,86802,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",EC,Electronics & Communication Engineering,KKR,36,3,150000,20000,170000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",EE,Electrical & Electronics Engineering,GM,18,16,101610,20000,121610,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",EE,Electrical & Electronics Engineering,KKR,18,2,101610,20000,121610,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",IS,Information Science & Engineering,GM,18,16,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",IS,Information Science & Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",ME,Mechanical Engineering,GM,9,8,80000,20000,100000,,89946,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",ME,Mechanical Engineering,KKR,9,1,80000,20000,100000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",VL,Electronics Engineering (VLSI Design & Technology),GM,18,16,100000,20000,120000,,,,,
COMEDK,2025,E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",VL,Electronics Engineering (VLSI Design & Technology),KKR,18,2,100000,20000,120000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",AI,Artificial Intelligence & Machine Learning,GM,9,7,155000,20000,175000,86945,78741,,72485,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",AI,Artificial Intelligence & Machine Learning,KKR,9,2,155000,20000,175000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",BM,Bio-Medical Engineering,GM,9,7,80000,20000,100000,90728,68507,,96470,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",BM,Bio-Medical Engineering,KKR,9,2,80000,20000,100000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",CA,Computer Science & Engineering (Artificial,GM,9,7,155000,20000,175000,53038,44085,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",CA,Computer Science & Engineering (Artificial,KKR,9,2,155000,20000,175000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",CS,Computer Science & Engineering,GM,36,27,186111,20000,206111,,89437,,103272,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",CS,Computer Science & Engineering,KKR,36,9,186111,20000,206111,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",EC,Electronics & Communication Engineering,GM,18,13,80000,20000,100000,96226,110946,,67192,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",EC,Electronics & Communication Engineering,KKR,18,5,80000,20000,100000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",EE,Electrical & Electronics Engineering,GM,18,13,70000,20000,90000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",EE,Electrical & Electronics Engineering,KKR,18,5,70000,20000,90000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),GM,9,7,155000,20000,175000,35839,111754,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),KKR,9,2,155000,20000,175000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",IS,Information Science & Engineering,GM,9,7,130000,20000,150000,82104,82104,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",IS,Information Science & Engineering,KKR,9,2,130000,20000,150000,,,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",ME,Mechanical Engineering,GM,9,7,45000,20000,65000,81145,110992,,,
COMEDK,2025,E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",ME,Mechanical Engineering,KKR,9,2,45000,20000,65000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CD,Computer Science & Engineering (Data Science),GM,18,5,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CD,Computer Science & Engineering (Data Science),KKR,18,13,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,36,10,200000,20000,220000,92820,92820,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,36,26,200000,20000,220000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CS,Computer Science & Engineering,GM,54,16,200000,20000,220000,,31584,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CS,Computer Science & Engineering,KKR,54,38,200000,20000,220000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CV,Civil Engineering,GM,18,5,100000,20000,120000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CV,Civil Engineering,KKR,18,13,100000,20000,120000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CY,Computer Science & Engineering (Cyber Security),GM,18,5,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",CY,Computer Science & Engineering (Cyber Security),KKR,18,13,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",EC,Electronics & Communication Engineering,GM,36,10,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",EC,Electronics & Communication Engineering,KKR,36,26,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",EE,Electrical & Electronics Engineering,GM,36,10,120000,20000,140000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",EE,Electrical & Electronics Engineering,KKR,36,26,120000,20000,140000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",IS,Information Science & Engineering,GM,36,10,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",IS,Information Science & Engineering,KKR,36,26,175000,20000,195000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",ME,Mechanical Engineering,GM,36,10,100000,20000,120000,,,,,
COMEDK,2025,E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",ME,Mechanical Engineering,KKR,36,26,100000,20000,120000,,,,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CD,Computer Science & Engineering (Data Science),GM,54,49,281100,20000,301100,,21321,,34045,48497
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CD,Computer Science & Engineering (Data Science),KKR,54,5,281100,20000,301100,,50313,64916,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,138,126,281100,20000,301100,23817,21176,,33681,46906
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,138,12,281100,20000,301100,58192,49407,,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CS,Computer Science & Engineering,GM,246,226,281100,20000,301100,,18267,,30222,42678
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CS,Computer Science & Engineering,KKR,246,20,281100,20000,301100,,44701,52821,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CV,Civil Engineering,GM,10,9,281100,20000,301100,62208,53354,,92294,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CV,Civil Engineering,KKR,10,1,281100,20000,301100,,84129,,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CY,Computer Science & Engineering (Cyber Security),GM,36,33,281100,20000,301100,24389,21966,,35124,50778
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",CY,Computer Science & Engineering (Cyber Security),KKR,36,3,281100,20000,301100,65407,53984,69057,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",EC,Electronics & Communication Engineering,GM,72,66,281100,20000,301100,28423,24600,,40410,68546
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",EC,Electronics & Communication Engineering,KKR,72,6,281100,20000,301100,69830,58916,80616,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",EE,Electrical & Electronics Engineering,GM,3,2,281100,20000,301100,,26020,,45507,89917
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",EE,Electrical & Electronics Engineering,KKR,3,1,281100,20000,301100,,74896,,,
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",ME,Mechanical Engineering,GM,3,2,281100,20000,301100,38430,36920,,57487,89591
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",ME,Mechanical Engineering,KKR,3,1,281100,20000,301100,,,,,
COMEDK,2025,E105,"Bheemanna Khandre Institute of Technology-Bhalki, Bidar",CD,Computer Science & Engineering (Data Science),GM,18,5,200000,20000,220000,,83596,,,
COMEDK,2025,E105,"Bheemanna Khandre Institute of Technology-Bhalki, Bidar",CD,Computer Science & Engineering (Data Science),KKR,18,13,200000,20000,220000,,,,,
COMEDK,2025,E105,"Bheemanna Khandre Institute of Technology-Bhalki, Bidar",CH,Chemical Engineering,GM,9,2,200000,20000,220000,,52875,,,
