exam_type,year,college_code,college_name,course_code,course_name,category,total_seats,category_seats,tuition_fee,other_fee,total_fee,closing_rank_mock,closing_rank_r1,closing_rank_r2,closing_rank_r3,closing_rank_r4
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",CS,Computer Science & Engineering,GM,20,18,200000,20000,220000,,45073,,87819,86011
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",CS,Computer Science & Engineering,KKR,20,2,200000,20000,220000,,,,,
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",EC,Electronics & Communication Engineering,GM,4,3,200000,20000,220000,75355,44561,,74935,74935
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",EC,Electronics & Communication Engineering,KKR,4,1,200000,20000,220000,,,,,
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),GM,18,16,200000,20000,220000,90819,73479,,110484,
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",IS,Information Science & Engineering,GM,6,5,200000,20000,220000,73270,68312,,108885,
COMEDK,2025,E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",IS,Information Science & Engineering,KKR,6,1,200000,20000,220000,,84027,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",AD,Artificial Intelligence & Data Science,GM,18,16,200000,12600,212600,,86713,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",AD,Artificial Intelligence & Data Science,KKR,18,2,200000,12600,212600,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",AI,Artificial Intelligence & Machine Learning,GM,18,16,200000,12600,212600,88757,88008,,108498,73053
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",AI,Artificial Intelligence & Machine Learning,KKR,18,2,200000,12600,212600,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,18,16,200000,12600,212600,83430,86900,,64384,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,18,2,200000,12600,212600,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",CS,Computer Science & Engineering,GM,72,66,200000,12600,212600,,94673,,88757,88757
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",CS,Computer Science & Engineering,KKR,72,6,200000,12600,212600,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",CV,Civil Engineering,GM,6,5,125000,2000,127000,96241,110360,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",CV,Civil Engineering,KKR,6,1,125000,2000,127000,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",EC,Electronics & Communication Engineering,GM,6,5,175000,2000,177000,93759,92761,,69091,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",EC,Electronics & Communication Engineering,KKR,6,1,175000,2000,177000,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",EE,Electrical & Electronics Engineering,GM,6,5,125000,2000,127000,,109696,,108308,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",EE,Electrical & Electronics Engineering,KKR,6,1,125000,2000,127000,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),GM,9,8,200000,12600,212600,49806,49806,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",IC,Computer Science & Engineering (IOT & Cyber Including Block Chain Technology),KKR,9,1,200000,12600,212600,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",IS,Information Science & Engineering,GM,18,16,175000,12600,187600,110647,105814,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",IS,Information Science & Engineering,KKR,18,2,175000,12600,187600,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",ME,Mechanical Engineering,GM,6,5,125000,2000,127000,,,,104180,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",ME,Mechanical Engineering,KKR,6,1,125000,2000,127000,,,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",UE,Electronics & Computer Engineering,GM,18,16,150000,2000,152000,71964,71964,,,
COMEDK,2025,E048,"East West Institute of Technology-BEL Layout, Bengaluru",UE,Electronics & Computer Engineering,KKR,18,2,150000,2000,152000,,,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",CN,Computer Science & Technology,GM,18,9,200000,20000,220000,97498,99891,,79136,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",CN,Computer Science & Technology,KKR,18,9,200000,20000,220000,,,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",CS,Computer Science & Engineering,GM,18,9,200000,20000,220000,,46466,,106127,63842
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",CS,Computer Science & Engineering,KKR,18,9,200000,20000,220000,,,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",INT,Information Technology,GM,18,9,200000,20000,220000,80653,109154,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",INT,Information Technology,KKR,18,9,200000,20000,220000,,,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",IS,Information Science & Engineering,GM,18,9,200000,20000,220000,106433,104027,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",IS,Information Science & Engineering,KKR,18,9,200000,20000,220000,,,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",ROB,Robotics,GM,18,9,200000,20000,220000,73658,73658,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",ROB,Robotics,KKR,18,9,200000,20000,220000,,,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",VL,Electronics Engineering (VLSI Design & Technology),GM,18,9,200000,20000,220000,,71865,,,
COMEDK,2025,E049,"Garden City University-Old Madras Road, Bengaluru",VL,Electronics Engineering (VLSI Design & Technology),KKR,18,9,200000,20000,220000,,,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",AD,Artificial Intelligence & Data Science,GM,36,33,200000,20000,220000,,45980,,80207,55758
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",AD,Artificial Intelligence & Data Science,KKR,36,3,200000,20000,220000,,98558,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",AE,Aeronautical Engineering,GM,18,16,200000,20000,220000,,65088,,76592,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",AE,Aeronautical Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",AI,Artificial Intelligence & Machine Learning,GM,18,16,200000,20000,220000,48133,41564,,63167,99801
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",AI,Artificial Intelligence & Machine Learning,KKR,18,2,200000,20000,220000,104865,101671,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,36,33,200000,20000,220000,50209,42145,,79288,94669
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,36,3,200000,20000,220000,,100293,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",CS,Computer Science & Engineering,GM,90,82,200000,20000,220000,,39809,,75438,110697
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",CS,Computer Science & Engineering,KKR,90,8,200000,20000,220000,,83120,107333,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",CV,Civil Engineering,GM,5,4,200000,20000,220000,104120,82355,,104120,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",CV,Civil Engineering,KKR,5,1,200000,20000,220000,,,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",EC,Electronics & Communication Engineering,GM,72,66,200000,20000,220000,74893,61454,,111800,74350
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",EC,Electronics & Communication Engineering,KKR,72,6,200000,20000,220000,,,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",EE,Electrical & Electronics Engineering,GM,5,4,200000,20000,220000,,70297,,91719,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",EE,Electrical & Electronics Engineering,KKR,5,1,200000,20000,220000,,,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",IS,Information Science & Engineering,GM,54,49,200000,20000,220000,63167,53309,,101196,92682
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",IS,Information Science & Engineering,KKR,54,5,200000,20000,220000,,104865,,,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",ME,Mechanical Engineering,GM,5,4,200000,20000,220000,80915,72009,,94278,
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",ME,Mechanical Engineering,KKR,5,1,200000,20000,220000,,,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",AI,Artificial Intelligence & Machine Learning,GM,36,33,200000,20000,220000,109969,109678,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",AI,Artificial Intelligence & Machine Learning,KKR,36,3,200000,20000,220000,,,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",CS,Computer Science & Engineering,GM,36,33,200000,20000,220000,,106190,,78310,69224
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",CS,Computer Science & Engineering,KKR,36,3,200000,20000,220000,,,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",EC,Electronics & Communication Engineering,GM,18,16,200000,20000,220000,,108985,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",EC,Electronics & Communication Engineering,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",ME,Mechanical Engineering,GM,9,8,200000,20000,220000,,,,,
COMEDK,2025,E051,"GM Institute of Technology-P B Road, Davangere",ME,Mechanical Engineering,KKR,9,1,200000,20000,220000,,,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",AE,Aeronautical Engineering,KKR,1,1,200000,20000,220000,,,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",CD,Computer Science & Engineering (Data Science),GM,9,7,200000,20000,220000,,75333,,90783,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",CD,Computer Science & Engineering (Data Science),KKR,9,2,200000,20000,220000,,,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,27,23,200000,20000,220000,104372,73994,,110929,65974
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,27,4,200000,20000,220000,,,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",CS,Computer Science & Engineering,GM,27,21,200000,20000,220000,,63159,,101116,89034
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",CS,Computer Science & Engineering,KKR,27,6,200000,20000,220000,,,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",EC,Electronics & Communication Engineering,GM,1,0,200000,20000,220000,,,,90597,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",EC,Electronics & Communication Engineering,KKR,1,1,200000,20000,220000,,,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",IS,Information Science & Engineering,GM,9,7,200000,20000,220000,110929,90276,,,
COMEDK,2025,E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",IS,Information Science & Engineering,KKR,9,2,200000,20000,220000,,,,,
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",AD,Artificial Intelligence & Data Science,GM,18,16,179390,20000,199390,,43300,,69950,74720
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",AD,Artificial Intelligence & Data Science,KKR,18,2,179390,20000,199390,,97455,,,
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,18,16,200000,20000,220000,41931,38481,,52101,56718
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,18,2,200000,20000,220000,85204,103167,,,
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",CS,Computer Science & Engineering,GM,36,33,200000,20000,220000,,33802,,48397,54607
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",CS,Computer Science & Engineering,KKR,36,3,200000,20000,220000,,55450,92793,,
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",EC,Electronics & Communication Engineering,GM,54,49,179390,20000,199390,72244,64665,,110904,102442
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",EC,Electronics & Communication Engineering,KKR,54,5,179390,20000,199390,,,,,
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",IS,Information Science & Engineering,GM,18,16,179390,20000,199390,49264,46110,,71549,88717
COMEDK,2025,E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",IS,Information Science & Engineering,KKR,18,2,179390,20000,199390,,95894,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",AI,Artificial Intelligence & Machine Learning,GM,36,10,200000,20000,220000,99650,99650,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",AI,Artificial Intelligence & Machine Learning,KKR,36,26,200000,20000,220000,,,91238,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CC,Ceramic And Cement Technology,GM,9,2,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CC,Ceramic And Cement Technology,KKR,9,7,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CG,Computer Science & Design,GM,8,2,200000,20000,220000,,89470,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CG,Computer Science & Design,KKR,8,6,200000,20000,220000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CS,Computer Science & Engineering,GM,72,21,200000,20000,220000,,106601,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CS,Computer Science & Engineering,KKR,72,51,200000,20000,220000,,,67538,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CV,Civil Engineering,GM,27,8,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",CV,Civil Engineering,KKR,27,19,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",EC,Electronics & Communication Engineering,GM,16,4,200000,20000,220000,,111612,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",EC,Electronics & Communication Engineering,KKR,16,12,200000,20000,220000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",EE,Electrical & Electronics Engineering,GM,6,1,200000,20000,220000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",EE,Electrical & Electronics Engineering,KKR,6,5,200000,20000,220000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",EI,Electronics & Instrumentation Engineering,GM,9,2,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",EI,Electronics & Instrumentation Engineering,KKR,9,7,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",IP,Industrial & Production Engineering,GM,6,1,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",IP,Industrial & Production Engineering,KKR,6,5,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",IS,Information Science & Engineering,GM,18,5,200000,20000,220000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",IS,Information Science & Engineering,KKR,18,13,200000,20000,220000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",ME,Mechanical Engineering,GM,9,2,100000,20000,120000,,,,,
COMEDK,2025,E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",ME,Mechanical Engineering,KKR,9,7,100000,20000,120000,,,,,
COMEDK,2025,E058,"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University-Manasagangothri, Mysuru",CS,Computer Science & Engineering,GM,18,16,281100,20000,301100,,2993,,4752,7156
COMEDK,2025,E058,"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University-Manasagangothri, Mysuru",CS,Computer Science & Engineering,KKR,18,2,281100,20000,301100,,13042,10939,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",AI,Artificial Intelligence & Machine Learning,GM,18,16,200000,20000,220000,82096,66865,,101886,92366
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",AI,Artificial Intelligence & Machine Learning,KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",CD,Computer Science & Engineering (Data Science),GM,18,16,200000,20000,220000,,102725,,104928,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",CD,Computer Science & Engineering (Data Science),KKR,18,2,200000,20000,220000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",CS,Computer Science & Engineering,GM,72,66,200000,20000,220000,,77088,,101301,46827
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",CS,Computer Science & Engineering,KKR,72,6,200000,20000,220000,,93683,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",CV,Civil Engineering,GM,36,33,80000,20000,100000,,,,,103564
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",CV,Civil Engineering,KKR,36,3,80000,20000,100000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",EC,Electronics & Communication Engineering,GM,36,33,180000,20000,200000,96890,93821,,75336,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",EC,Electronics & Communication Engineering,KKR,36,3,180000,20000,200000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",EE,Electrical & Electronics Engineering,GM,18,16,155000,20000,175000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",EE,Electrical & Electronics Engineering,KKR,18,2,155000,20000,175000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",ET,Electronics & Telecommunication Engineering,GM,18,16,155000,20000,175000,63912,108641,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",ET,Electronics & Telecommunication Engineering,KKR,18,2,155000,20000,175000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",IS,Information Science & Engineering,GM,54,49,200000,20000,220000,103403,108163,,85433,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",IS,Information Science & Engineering,KKR,54,5,200000,20000,220000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",ME,Mechanical Engineering,GM,18,16,80000,20000,100000,82197,82197,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",ME,Mechanical Engineering,KKR,18,2,80000,20000,100000,,,,,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",RI,Robotics & Artificial Intelligence,GM,18,16,180000,20000,200000,110685,100557,,100557,
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",RI,Robotics & Artificial Intelligence,KKR,18,2,180000,20000,200000,,,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,36,33,281100,20000,301100,22983,21255,,37474,68949
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,36,3,281100,20000,301100,65823,54102,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",CS,Computer Science & Engineering,GM,72,66,281100,20000,301100,,19158,,36550,61469
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",CS,Computer Science & Engineering,KKR,72,6,281100,20000,301100,,55604,88206,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",CV,Civil Engineering,GM,18,16,81800,20000,101800,74792,68428,,78471,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",CV,Civil Engineering,KKR,18,2,81800,20000,101800,,,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",EC,Electronics & Communication Engineering,GM,54,49,281100,20000,301100,32405,29281,,56738,110026
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",EC,Electronics & Communication Engineering,KKR,54,5,281100,20000,301100,102464,84288,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",EI,Electronics & Instrumentation Engineering,GM,18,16,154365,20000,174365,,40111,,82291,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",EI,Electronics & Instrumentation Engineering,KKR,18,2,154365,20000,174365,,,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",IS,Information Science & Engineering,GM,54,49,281100,20000,301100,29271,25118,,44529,107604
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",IS,Information Science & Engineering,KKR,54,5,281100,20000,301100,83801,69259,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",ME,Mechanical Engineering,GM,18,16,81800,20000,101800,57301,49588,,97000,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",ME,Mechanical Engineering,KKR,18,2,81800,20000,101800,,,,,
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",RA,Robotics & Automation,GM,9,8,281100,20000,301100,31145,27355,,51021,100246
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",RA,Robotics & Automation,KKR,9,1,281100,20000,301100,94171,101252,,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,BT,Biotechnology,GM,21,19,281100,20000,301100,48669,49649,,98365,109696
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,BT,Biotechnology,KKR,21,2,281100,20000,301100,93008,81543,,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CB,Computer Science & Business Systems,GM,22,20,281100,20000,301100,13565,11883,,18824,26967
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CB,Computer Science & Business Systems,KKR,22,2,281100,20000,301100,31762,28978,30660,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CI,Computer Science & Engineering (Artificial & Machine Learning),GM,16,14,281100,20000,301100,10684,9653,,13641,16101
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CI,Computer Science & Engineering (Artificial & Machine Learning),KKR,16,2,281100,20000,301100,21554,23162,,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CS,Computer Science & Engineering,GM,98,90,281100,20000,301100,,9069,,12996,15742
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CS,Computer Science & Engineering,KKR,98,8,281100,20000,301100,,22916,21598,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CV,Civil Engineering,GM,18,16,281100,20000,301100,55967,50951,,109696,81346
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,CV,Civil Engineering,KKR,18,2,281100,20000,301100,,84969,,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,IS,Information Science & Engineering,GM,48,44,281100,20000,301100,14383,13157,,19312,26486
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,IS,Information Science & Engineering,KKR,48,4,281100,20000,301100,31564,28618,,,
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,ME,Mechanical Engineering,GM,18,16,281100,20000,301100,34332,32021,,56635,93758
COMEDK,2025,E061,JSS Science and Technology University-Mysuru,ME,Mechanical Engineering,KKR,18,2,281100,20000,301100,,,,,
COMEDK,2025,E062,"Jain College of Engineering-T.S Nagar, Belagavi",CI,Computer Science & Engineering (Artificial & Machine Learning),GM,18,16,200000,20000,220000,43519,38263,,96545,73621
